,ORF,sampleName,ID,Patient,Genotype,Strain,HPI,GeneName,TPM,log10,Old name,ABC,CIDR,CIDRa
2744,PF3D7_0617400,AS1609_3D7,AS16_3D7,AS16,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",33.362553000000005,1.5232592767195583,MAL6P1.252,C,a2.1,2
2745,PF3D7_0617400,AS1610_3D7,AS16_3D7,AS16,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",23.619066,1.37326271973532,MAL6P1.252,C,a2.1,2
2746,PF3D7_0617400,AS1611_3D7,AS16_3D7,AS16,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",14.503507999999998,1.1614730588405375,MAL6P1.252,C,a2.1,2
2747,PF3D7_0617400,AS1612_3D7,AS16_3D7,AS16,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",10.031136,1.0013501185233697,MAL6P1.252,C,a2.1,2
2748,PF3D7_0617400,AS1613_3D7,AS16_3D7,AS16,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",8.882063,0.9485138492762213,MAL6P1.252,C,a2.1,2
2749,PF3D7_0617400,AS1614_3D7,AS16_3D7,AS16,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.038613000000001,0.8474870872965976,MAL6P1.252,C,a2.1,2
2750,PF3D7_0617400,AS1615_3D7,AS16_3D7,AS16,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",4.812362,0.6823582888027259,MAL6P1.252,C,a2.1,2
2751,PF3D7_0617400,AS1616_3D7,AS16_3D7,AS16,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",5.2933330000000005,0.7237292160228952,MAL6P1.252,C,a2.1,2
2752,PF3D7_0324900,AA1301_3D7,AA13_3D7,AA13,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",10.703683,1.0295332385600167,PFC1120c,B,a2.1,2
2753,PF3D7_0324900,AA1302_3D7,AA13_3D7,AA13,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",23.432181,1.3698127133593405,PFC1120c,B,a2.1,2
2754,PF3D7_0324900,AA1303_3D7,AA13_3D7,AA13,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",27.212840999999997,1.4347738841617994,PFC1120c,B,a2.1,2
2755,PF3D7_0324900,AA1304_3D7,AA13_3D7,AA13,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",58.33821700000001,1.7659531515787485,PFC1120c,B,a2.1,2
2756,PF3D7_0324900,AA1305_3D7,AA13_3D7,AA13,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",50.742339,1.7053704824241531,PFC1120c,B,a2.1,2
2757,PF3D7_0324900,AA1306_3D7,AA13_3D7,AA13,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",53.054880000000004,1.7247253365804174,PFC1120c,B,a2.1,2
2758,PF3D7_0324900,AA1307_3D7,AA13_3D7,AA13,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",32.656597,1.513970926845163,PFC1120c,B,a2.1,2
2759,PF3D7_0324900,AA1308_3D7,AA13_3D7,AA13,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",29.234818,1.4659003945016167,PFC1120c,B,a2.1,2
2760,PF3D7_0324900,AA1309_3D7,AA13_3D7,AA13,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",17.425422,1.2411833044200986,PFC1120c,B,a2.1,2
2761,PF3D7_0324900,AA1310_3D7,AA13_3D7,AA13,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",11.057018,1.0436380165921464,PFC1120c,B,a2.1,2
2762,PF3D7_0324900,AA1311_3D7,AA13_3D7,AA13,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",10.790727,1.0330507052438236,PFC1120c,B,a2.1,2
2763,PF3D7_0324900,AA1312_3D7,AA13_3D7,AA13,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.118457,0.852385865967236,PFC1120c,B,a2.1,2
2764,PF3D7_0324900,AA1313_3D7,AA13_3D7,AA13,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",5.758959,0.7603439866498678,PFC1120c,B,a2.1,2
2765,PF3D7_0324900,AA1314_3D7,AA13_3D7,AA13,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.301068,0.799414166468867,PFC1120c,B,a2.1,2
2766,PF3D7_0324900,AA1315_3D7,AA13_3D7,AA13,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.2716520000000004,0.8616330866473445,PFC1120c,B,a2.1,2
2767,PF3D7_0324900,AA1316_3D7,AA13_3D7,AA13,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",8.065805000000001,0.9066477182359849,PFC1120c,B,a2.1,2
2768,PF3D7_0324900,AA1701_3D7,AA17_3D7,AA17,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",10.721573,1.0302585069149839,PFC1120c,B,a2.1,2
2769,PF3D7_0324900,AA1702_3D7,AA17_3D7,AA17,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",29.615344,1.4715167815973946,PFC1120c,B,a2.1,2
2770,PF3D7_0324900,AA1703_3D7,AA17_3D7,AA17,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",45.975556,1.6625269900313082,PFC1120c,B,a2.1,2
2771,PF3D7_0324900,AA1704_3D7,AA17_3D7,AA17,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",57.55148199999999,1.7600565115650315,PFC1120c,B,a2.1,2
2772,PF3D7_0324900,AA1705_3D7,AA17_3D7,AA17,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",60.322858,1.7804819095232802,PFC1120c,B,a2.1,2
2773,PF3D7_0324900,AA1706_3D7,AA17_3D7,AA17,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",59.25103000000001,1.7726959043771335,PFC1120c,B,a2.1,2
2774,PF3D7_0324900,AA1707_3D7,AA17_3D7,AA17,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",42.193146999999996,1.6252419186922462,PFC1120c,B,a2.1,2
2775,PF3D7_0324900,AA1708_3D7,AA17_3D7,AA17,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",33.847466,1.52952616066043,PFC1120c,B,a2.1,2
2776,PF3D7_0324900,AA1709_3D7,AA17_3D7,AA17,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",21.28226,1.3280177445540902,PFC1120c,B,a2.1,2
2777,PF3D7_0324900,AA1710_3D7,AA17_3D7,AA17,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",13.542951,1.1317133071390615,PFC1120c,B,a2.1,2
2778,PF3D7_0324900,AA1711_3D7,AA17_3D7,AA17,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",8.166186999999999,0.9120193207422865,PFC1120c,B,a2.1,2
2779,PF3D7_0324900,AA1712_3D7,AA17_3D7,AA17,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.135185000000001,0.8534052379184393,PFC1120c,B,a2.1,2
2780,PF3D7_0324900,AA1713_3D7,AA17_3D7,AA17,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.683149,0.8855392555817323,PFC1120c,B,a2.1,2
2781,PF3D7_0324900,AA1714_3D7,AA17_3D7,AA17,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.629008,0.8214485431318399,PFC1120c,B,a2.1,2
2782,PF3D7_0324900,AA1715_3D7,AA17_3D7,AA17,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.4354569999999995,0.8085793928147665,PFC1120c,B,a2.1,2
2783,PF3D7_0324900,AA1716_3D7,AA17_3D7,AA17,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.654742999999999,0.8231312880846188,PFC1120c,B,a2.1,2
2784,PF3D7_0324900,AS1501_3D7,AS15_3D7,AS15,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",14.467355,1.1603891383128992,PFC1120c,B,a2.1,2
2785,PF3D7_0324900,AS1502_3D7,AS15_3D7,AS15,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",25.068106,1.3991215224376092,PFC1120c,B,a2.1,2
2786,PF3D7_0324900,AS1503_3D7,AS15_3D7,AS15,AS,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",41.792257,1.6210958259456634,PFC1120c,B,a2.1,2
2787,PF3D7_0324900,AS1504_3D7,AS15_3D7,AS15,AS,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",56.74140500000001,1.7539000853581854,PFC1120c,B,a2.1,2
2788,PF3D7_0324900,AS1505_3D7,AS15_3D7,AS15,AS,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",57.32800600000001,1.758366836275684,PFC1120c,B,a2.1,2
2789,PF3D7_0324900,AS1506_3D7,AS15_3D7,AS15,AS,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",56.279869,1.7503530778770766,PFC1120c,B,a2.1,2
2790,PF3D7_0324900,AS1507_3D7,AS15_3D7,AS15,AS,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",42.195934,1.6252706043635952,PFC1120c,B,a2.1,2
2791,PF3D7_0324900,AS1508_3D7,AS15_3D7,AS15,AS,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",31.944344,1.5043939740112675,PFC1120c,B,a2.1,2
2792,PF3D7_0324900,AS1509_3D7,AS15_3D7,AS15,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",20.416584,1.3099830798638536,PFC1120c,B,a2.1,2
2793,PF3D7_0324900,AS1510_3D7,AS15_3D7,AS15,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",14.275110999999999,1.1545794939056313,PFC1120c,B,a2.1,2
2794,PF3D7_0324900,AS1511_3D7,AS15_3D7,AS15,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",8.557175,0.9323304136951699,PFC1120c,B,a2.1,2
2795,PF3D7_0324900,AS1512_3D7,AS15_3D7,AS15,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.5129150000000005,0.8137754102373637,PFC1120c,B,a2.1,2
2796,PF3D7_0324900,AS1513_3D7,AS15_3D7,AS15,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.646122999999999,0.8834412800538716,PFC1120c,B,a2.1,2
2797,PF3D7_0324900,AS1514_3D7,AS15_3D7,AS15,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.570985,0.8176304758003672,PFC1120c,B,a2.1,2
2798,PF3D7_0324900,AS1515_3D7,AS15_3D7,AS15,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",5.098484,0.7074410607432592,PFC1120c,B,a2.1,2
2799,PF3D7_0324900,AS1516_3D7,AS15_3D7,AS15,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.651662,0.8837557775109068,PFC1120c,B,a2.1,2
2800,PF3D7_0324900,AS1601_3D7,AS16_3D7,AS16,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",14.93808,1.1742947809472333,PFC1120c,B,a2.1,2
2801,PF3D7_0324900,AS1602_3D7,AS16_3D7,AS16,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",26.933478000000004,1.4302924387690197,PFC1120c,B,a2.1,2
2802,PF3D7_0324900,AS1603_3D7,AS16_3D7,AS16,AS,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",42.13409,1.6246336185907992,PFC1120c,B,a2.1,2
2803,PF3D7_0324900,AS1604_3D7,AS16_3D7,AS16,AS,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",65.209935,1.8143137673113487,PFC1120c,B,a2.1,2
2804,PF3D7_0324900,AS1605_3D7,AS16_3D7,AS16,AS,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",51.360243,1.7106270698370711,PFC1120c,B,a2.1,2
2805,PF3D7_0324900,AS1606_3D7,AS16_3D7,AS16,AS,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",49.90619,1.6981544156858865,PFC1120c,B,a2.1,2
2806,PF3D7_0324900,AS1607_3D7,AS16_3D7,AS16,AS,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",48.629839000000004,1.6869028317411707,PFC1120c,B,a2.1,2
2807,PF3D7_0324900,AS1608_3D7,AS16_3D7,AS16,AS,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",31.096703,1.4927143457853436,PFC1120c,B,a2.1,2
2808,PF3D7_0324900,AS1609_3D7,AS16_3D7,AS16,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",24.12584,1.3824824433013803,PFC1120c,B,a2.1,2
2809,PF3D7_0324900,AS1610_3D7,AS16_3D7,AS16,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",13.865182,1.141925574676732,PFC1120c,B,a2.1,2
2810,PF3D7_0324900,AS1611_3D7,AS16_3D7,AS16,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",9.490335,0.9772815428892105,PFC1120c,B,a2.1,2
2811,PF3D7_0324900,AS1612_3D7,AS16_3D7,AS16,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.586922,0.8800656191709976,PFC1120c,B,a2.1,2
2812,PF3D7_0324900,AS1613_3D7,AS16_3D7,AS16,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.807810000000001,0.8925292364010087,PFC1120c,B,a2.1,2
2813,PF3D7_0324900,AS1614_3D7,AS16_3D7,AS16,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.736426,0.8284295433964813,PFC1120c,B,a2.1,2
2814,PF3D7_0324900,AS1615_3D7,AS16_3D7,AS16,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.949122999999999,0.8419299987924913,PFC1120c,B,a2.1,2
2815,PF3D7_0324900,AS1616_3D7,AS16_3D7,AS16,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.516465,0.8140120670006029,PFC1120c,B,a2.1,2
2816,PF3D7_1373500,AA1301_3D7,AA13_3D7,AA13,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.149655,0.8542850858274874,PF13_0364,B,a3.4,3
2817,PF3D7_1373500,AA1302_3D7,AA13_3D7,AA13,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",15.649119,1.1944898930512617,PF13_0364,B,a3.4,3
2818,PF3D7_1373500,AA1303_3D7,AA13_3D7,AA13,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",18.646729999999998,1.2706026823929184,PF13_0364,B,a3.4,3
2819,PF3D7_1373500,AA1304_3D7,AA13_3D7,AA13,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",43.18942,1.635377371852758,PF13_0364,B,a3.4,3
2820,PF3D7_1373500,AA1305_3D7,AA13_3D7,AA13,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",36.637021000000004,1.563920153427612,PF13_0364,B,a3.4,3
2821,PF3D7_1373500,AA1306_3D7,AA13_3D7,AA13,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",42.002532,1.6232754713617912,PF13_0364,B,a3.4,3
2822,PF3D7_1373500,AA1307_3D7,AA13_3D7,AA13,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",28.060802000000002,1.448100079350824,PF13_0364,B,a3.4,3
2823,PF3D7_1373500,AA1308_3D7,AA13_3D7,AA13,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",27.655986,1.4417891466860613,PF13_0364,B,a3.4,3
2824,PF3D7_1373500,AA1309_3D7,AA13_3D7,AA13,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",14.130723999999999,1.1501644138761404,PF13_0364,B,a3.4,3
2825,PF3D7_1373500,AA1310_3D7,AA13_3D7,AA13,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.758171000000001,0.8298291764026025,PF13_0364,B,a3.4,3
2826,PF3D7_1373500,AA1311_3D7,AA13_3D7,AA13,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",5.158966,0.7125626656788827,PF13_0364,B,a3.4,3
2827,PF3D7_1373500,AA1312_3D7,AA13_3D7,AA13,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2.864986,0.45712250409133126,PF13_0364,B,a3.4,3
2828,PF3D7_1373500,AA1313_3D7,AA13_3D7,AA13,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.4185299999999998,0.15183852497267822,PF13_0364,B,a3.4,3
2829,PF3D7_1373500,AA1314_3D7,AA13_3D7,AA13,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.881032,0.2743961838040786,PF13_0364,B,a3.4,3
2830,PF3D7_1373500,AA1315_3D7,AA13_3D7,AA13,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.276391,0.10598373326503496,PF13_0364,B,a3.4,3
2831,PF3D7_1373500,AA1316_3D7,AA13_3D7,AA13,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.8044759999999997,0.25635111020440365,PF13_0364,B,a3.4,3
2832,PF3D7_1373500,AA1701_3D7,AA17_3D7,AA17,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.244536999999999,0.8600106348354245,PF13_0364,B,a3.4,3
2833,PF3D7_1373500,AA1702_3D7,AA17_3D7,AA17,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",19.811479000000002,1.2969168984341706,PF13_0364,B,a3.4,3
2834,PF3D7_1373500,AA1703_3D7,AA17_3D7,AA17,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",29.427978999999997,1.468760437455164,PF13_0364,B,a3.4,3
2835,PF3D7_1373500,AA1704_3D7,AA17_3D7,AA17,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",42.52492,1.6286435052689399,PF13_0364,B,a3.4,3
2836,PF3D7_1373500,AA1705_3D7,AA17_3D7,AA17,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",43.456674,1.6380564840939829,PF13_0364,B,a3.4,3
2837,PF3D7_1373500,AA1706_3D7,AA17_3D7,AA17,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",49.013164,1.6903127389008699,PF13_0364,B,a3.4,3
2838,PF3D7_1373500,AA1707_3D7,AA17_3D7,AA17,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",38.703807,1.5877536853748737,PF13_0364,B,a3.4,3
2839,PF3D7_1373500,AA1708_3D7,AA17_3D7,AA17,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",29.971575,1.4767095656295384,PF13_0364,B,a3.4,3
2840,PF3D7_1373500,AA1709_3D7,AA17_3D7,AA17,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",17.631760999999997,1.2462956903134415,PF13_0364,B,a3.4,3
2841,PF3D7_1373500,AA1710_3D7,AA17_3D7,AA17,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",8.784317,0.9437079997912008,PF13_0364,B,a3.4,3
2842,PF3D7_1373500,AA1711_3D7,AA17_3D7,AA17,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",3.842135,0.5845726204749243,PF13_0364,B,a3.4,3
2843,PF3D7_1373500,AA1712_3D7,AA17_3D7,AA17,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2.580968,0.4117826199992839,PF13_0364,B,a3.4,3
2844,PF3D7_1373500,AA1713_3D7,AA17_3D7,AA17,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.9749349999999999,0.29555280649115545,PF13_0364,B,a3.4,3
2845,PF3D7_1373500,AA1714_3D7,AA17_3D7,AA17,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.607349,0.2061101843663956,PF13_0364,B,a3.4,3
2846,PF3D7_1373500,AA1715_3D7,AA17_3D7,AA17,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.148876,0.06027315712880305,PF13_0364,B,a3.4,3
2847,PF3D7_1373500,AA1716_3D7,AA17_3D7,AA17,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.308529,0.1167833520430853,PF13_0364,B,a3.4,3
2848,PF3D7_1373500,AS1501_3D7,AS15_3D7,AS15,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",10.833401,1.0347648189208887,PF13_0364,B,a3.4,3
2849,PF3D7_1373500,AS1502_3D7,AS15_3D7,AS15,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",17.471616,1.242333075986084,PF13_0364,B,a3.4,3
2850,PF3D7_1373500,AS1503_3D7,AS15_3D7,AS15,AS,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",29.114763,1.4641132592143984,PF13_0364,B,a3.4,3
2851,PF3D7_1373500,AS1504_3D7,AS15_3D7,AS15,AS,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",40.509679,1.6075588018337728,PF13_0364,B,a3.4,3
2852,PF3D7_1373500,AS1505_3D7,AS15_3D7,AS15,AS,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",44.614959000000006,1.6494804982167384,PF13_0364,B,a3.4,3
2853,PF3D7_1373500,AS1506_3D7,AS15_3D7,AS15,AS,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",41.747972,1.6206353835177976,PF13_0364,B,a3.4,3
2854,PF3D7_1373500,AS1507_3D7,AS15_3D7,AS15,AS,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",36.147940000000006,1.5580835527474428,PF13_0364,B,a3.4,3
2855,PF3D7_1373500,AS1508_3D7,AS15_3D7,AS15,AS,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",27.889671999999997,1.445443406721134,PF13_0364,B,a3.4,3
2856,PF3D7_1373500,AS1509_3D7,AS15_3D7,AS15,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",14.705306,1.1674740660908793,PF13_0364,B,a3.4,3
2857,PF3D7_1373500,AS1510_3D7,AS15_3D7,AS15,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",9.149962,0.9614192904353465,PF13_0364,B,a3.4,3
2858,PF3D7_1373500,AS1511_3D7,AS15_3D7,AS15,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",4.741151,0.67588378730007,PF13_0364,B,a3.4,3
2859,PF3D7_1373500,AS1512_3D7,AS15_3D7,AS15,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2.785844,0.4449567934102521,PF13_0364,B,a3.4,3
2860,PF3D7_1373500,AS1513_3D7,AS15_3D7,AS15,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2.1552700000000002,0.3335016838540609,PF13_0364,B,a3.4,3
2861,PF3D7_1373500,AS1514_3D7,AS15_3D7,AS15,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.5468790000000001,0.1894563436363256,PF13_0364,B,a3.4,3
2862,PF3D7_1373500,AS1515_3D7,AS15_3D7,AS15,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.052648,0.022283169652225533,PF13_0364,B,a3.4,3
2863,PF3D7_1373500,AS1516_3D7,AS15_3D7,AS15,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.566415,0.19490683328569525,PF13_0364,B,a3.4,3
2864,PF3D7_1373500,AS1601_3D7,AS16_3D7,AS16,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",10.744956,1.0312046414192417,PF13_0364,B,a3.4,3
2865,PF3D7_1373500,AS1602_3D7,AS16_3D7,AS16,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",17.484381,1.2426502615784687,PF13_0364,B,a3.4,3
2866,PF3D7_1373500,AS1603_3D7,AS16_3D7,AS16,AS,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",30.30225,1.4814748768952188,PF13_0364,B,a3.4,3
2867,PF3D7_1373500,AS1604_3D7,AS16_3D7,AS16,AS,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",46.453988,1.6670230034114355,PF13_0364,B,a3.4,3
2868,PF3D7_1373500,AS1605_3D7,AS16_3D7,AS16,AS,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",38.907396000000006,1.590032165250552,PF13_0364,B,a3.4,3
2869,PF3D7_1373500,AS1606_3D7,AS16_3D7,AS16,AS,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",34.795405,1.5415218958171393,PF13_0364,B,a3.4,3
2870,PF3D7_1373500,AS1607_3D7,AS16_3D7,AS16,AS,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",41.02069,1.6130029612657024,PF13_0364,B,a3.4,3
2871,PF3D7_1373500,AS1608_3D7,AS16_3D7,AS16,AS,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",24.420734,1.387758713145272,PF13_0364,B,a3.4,3
2872,PF3D7_1373500,AS1609_3D7,AS16_3D7,AS16,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",16.568789000000002,1.2192907673308004,PF13_0364,B,a3.4,3
2873,PF3D7_1373500,AS1610_3D7,AS16_3D7,AS16,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",8.820008,0.9454689790495385,PF13_0364,B,a3.4,3
2874,PF3D7_1373500,AS1611_3D7,AS16_3D7,AS16,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",4.48601,0.6518602373566187,PF13_0364,B,a3.4,3
2875,PF3D7_1373500,AS1612_3D7,AS16_3D7,AS16,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2.62617,0.4193228358708442,PF13_0364,B,a3.4,3
2876,PF3D7_1373500,AS1613_3D7,AS16_3D7,AS16,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2.518081,0.4010696961003739,PF13_0364,B,a3.4,3
2877,PF3D7_1373500,AS1614_3D7,AS16_3D7,AS16,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.852903,0.2678526844741084,PF13_0364,B,a3.4,3
2878,PF3D7_1373500,AS1615_3D7,AS16_3D7,AS16,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.440491,0.15851054920959562,PF13_0364,B,a3.4,3
2879,PF3D7_1373500,AS1616_3D7,AS16_3D7,AS16,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.48454,0.17159190388237544,PF13_0364,B,a3.4,3
